Epoch,TrainLoss,TrainAcc,ValAcc,TestAcc
1,8.054665016243234,0.9970428199668796,1.0,1.0
2,0.31079657532973215,0.9998817127986752,1.0,1.0
3,0.11476899957779096,1.0,1.0,1.0
4,0.06509906760038575,1.0,1.0,1.0
5,0.042155006387474714,1.0,1.0,1.0
6,0.030933243382605724,1.0,1.0,1.0
7,0.02307305433532747,1.0,1.0,1.0
8,2.0006414027357096,0.9991719895907263,0.9994475138121547,0.9988974641675854
9,0.8684582262212643,0.9992902767920511,1.0,0.9988974641675854
10,0.09761914094269741,1.0,1.0,0.9994487320837927
